#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
theon_the_hungry_wolf;Blood of the Hungry Wolf;;;;;;;;;;;;;x
cregan_stark;Blood of Cregan Stark;;;;;;;;;;;;;x
bael_the_bard;Blood of Bael the Bard;;;;;;;;;;;;;x
karlon_stark;Blood of Karlon Stark;;;;;;;;;;;;;x
last_hearth;Blood of Last Hearth;;;;;;;;;;;;;x
first_king;Blood of the First King;;;;;;;;;;;;;x
ryder;Ryder Blood;;;;;;;;;;;;;x
manderly;Blood of White Harbour;;;;;;;;;;;;;x
the_marsh_king;Blood of the Marsh King;;;;;;;;;;;;;x
bear_island;Blood of Bear Island;;;;;;;;;;;;;x
hammer_of_justice;Blood of the Hammer of Justice;;;;;;;;;;;;;x
bracken_bl;Bracken Blood;;;;;;;;;;;;;x
blackwood_bl;Blackwood Blood;;;;;;;;;;;;;x
walder_frey;Vile Blood of Walder Frey, the Guestkiller;;;;;;;;;;;;;x
edmyn_tully;Blood of Lord Edmyn Tully;;;;;;;;;;;;;x
kermit_tully;Blood of Lord Kermit Tully;;;;;;;;;;;;;x
mallister;Mallister Blood;;;;;;;;;;;;;x
black_aly;Blood of Black Aly;;;;;;;;;;;;;x
artos_arryn;Blood of the Falcon Knight;;;;;;;;;;;;;x
robar_royce;Blood of King Robar Royce;;;;;;;;;;;;;x
the_talon;Blood of the Talon;;;;;;;;;;;;;x
littlefinger;Blood of Littlefinger;;;;;;;;;;;;;x
jaime_corbray;Blood of Ser Jaime Corbray;;;;;;;;;;;;;x
gerold_grafton;Blood of Gerold Grafton;;;;;;;;;;;;;x
redfort;Redfort Blood;;;;;;;;;;;;;x
hunter_a;Hunter Blood;;;;;;;;;;;;;x
ursula_upcliff;Blood of the Bride of the Merling King;;;;;;;;;;;;;x
gulltown_arryns;Gulltown Arryn Blood;;;;;;;;;;;;;x
ruthermont;Ruthermont Blood;;;;;;;;;;;;;x
torgold_the_grim;Blood of Torgold the Grim;;;;;;;;;;;;;x
luceon_templeton;Blood of Ser Luceon of Ninestars;;;;;;;;;;;;;x
durran_godsgrief;Blood of Durran Godsgrief;;;;;;;;;;;;;x
orys_baratheon;Blood of Orys Baratheon;;;;;;;;;;;;;x
galladon_of_morne;Blood of Ser Galladon of Morne;;;;;;;;;;;;;x
swann;Swann Blood;;;;;;;;;;;;;x
lightning_lords;Blood of Blackhaven;;;;;;;;;;;;;x
lord_of_the_marches;Blood of the Lord of the Marches;;;;;;;;;;;;;x
renly_baratheon;Blood of King Renly Baratheon;;;;;;;;;;;;;x
grey_king;Blood of the Grey King;;;;;;;;;;;;;x
good_brother;Goodbrother Blood;;;;;;;;;;;;;x
harwyn_hardhand;Blood of Harwyn Hardhand;;;;;;;;;;;;;x
red_kraken;Blood of the Red Kraken;;;;;;;;;;;;;x
house_codd;Despised Codd Blood;;;;;;;;;;;;;x
lysandro_the_magnificent;Blood of Lysandro the Magnificent;;;;;;;;;;;;;x
saan;Saan Blood;;;;;;;;;;;;;x
hyrkoon_the_hero;Blood of Hyrkoon the Hero;;;;;;;;;;;;;x
grazdan_the_great;Blood of Grazdan the Great;;;;;;;;;;;;;x
huzhor_amai;Blood of Huzhor Amai;;;;;;;;;;;;;x
prince_garin;The Spirit of Prince Garin;;;;;;;;;;;;;x
hugor_of_the_hill;The Spirit of Hugor of the Hill;;;;;;;;;;;;;x
qarlon_the_great;The Spirit of Qarlon the Great;;;;;;;;;;;;;x
khiara;Blood of God-Empress Khiara the Great;;;;;;;;;;;;;x
black_pearl;Blood of the Black Pearl;;;;;;;;;;;;;x
veiled_lady;Blood of the Veiled Lady;;;;;;;;;;;;;x
merling_queen;Blood of the Merling Queen;;;;;;;;;;;;;x
moonshadow;Blood of the Moonshadow;;;;;;;;;;;;;x
daughter_of_dusk;Blood of the Daughter of Dusk;;;;;;;;;;;;;x
nightingale;Blood of the Nightingale;;;;;;;;;;;;;x
poetess;Blood of the Poetess;;;;;;;;;;;;;x
jon_snow;Blood of the Dragon of Winter;;;;;;;;;;;;;x
jon_snow_nottarg;Blood of the Dragon of Winter;;;;;;;;;;;;;x
piper;Blood of Pinkmaiden;;;;;;;;;;;;;x
connington;Blood of the Griffin;;;;;;;;;;;;;x
red_viper;Blood of the Red Viper;;;;;;;;;;;;;x
tywin;Blood of Lord Tywin Lannister;;;;;;;;;;;;;x
bar_emmon;Blood of King Togarion the Terrible;;;;;;;;;;;;;x
massey;Blood of King Justin Milk-Eye;;;;;;;;;;;;;x
darry;Darry Blood;;;;;;;;;;;;;x
hornwood;Hornwood Blood;;;;;;;;;;;;;x
glover;Blood of Deepwood Motte;;;;;;;;;;;;;x
flint;Blood of the Kings of Breakstone Hill;;;;;;;;;;;;;x
horonno;Blood of Triarch Horonno;;;;;;;;;;;;;x
drahar;Blood of the Crabfeeder;;;;;;;;;;;;;x
pureborn;Enthroned Blood of the Pureborn;;;;;;;;;;;;;x
laughing_storm;Blood of the Laughing Storm;;;;;;;;;;;;;x
dawnbreaker;Blood of the Dawnbreaker;;;;;;;;;;;;;x
night_king;Vile Blood of the Night's King;;;;;;;;;;;;;x
plowman;Blood of Pate the Plowman;;;;;;;;;;;;;x	#forgive me for this horrible american spelling
clawisle;Red Crab Blood;;;;;;;;;;;;;x
drop_of_the_dragon;A Drop of Dragon Blood;;;;;;;;;;;;;x
plumm;Blood of House Plumm;;;;;;;;;;;;;x
oakenfist;Blood of the Oakenfist;;;;;;;;;;;;x
addam_velaryon;Blood of Addam Velaryon the Loyal;;;;;;;;;;;;x
lord_of_tides;Blood of the Lords of the Tides;;;;;;;;;;;;;x
two_drops;A Second Drop of Dragon Blood;;;;;;;;;;;;;x
lothston;Lothston Blood;;;;;;;;;;;;;x
danelle_lothston;Vile Blood of Danelle Lothston;;;;;;;;;;;;;x
whent;Whent Blood;;;;;;;;;;;;;x
harrenhal1;Harrenhal Blood;;;;;;;;;;;;;x
harrenhal2;Dark Blood of Harrenhal;;;;;;;;;;;;;x
brune;Blood of the Brothers Brune;;;;;;;;;;;;;x
great_warg;Blood of the Great Warg;;;;;;;;;;;;;x
tormund;Blood of the Giantsbane;;;;;;;;;;;;;x
mance;Blood of Mance Rayder;;;;;;;;;;;;;x
red_raven;Blood of the Red Raven;;;;;;;;;;;;;x
kbtw;Blood of the King-Beyond-the-Wall;;;;;;;;;;;;;x
thenn;Blood of the Magnar of Thenn;;;;;;;;;;;;;x
winged_wolf;Blood of the Winged Wolf;;;;;;;;;;;;;x
arlan_avenger;Blood of Arlan the Avenger;;;;;;;;;;;;;x
argilac_arrogant;Blood of Argilac the Arrogant;;;;;;;;;;;;;x
young_dragon;Blood of the Young Dragon;;;;;;;;;;;;;x
the_blessed;Blood of Baelor the Blessed;;;;;;;;;;;;;x
viserys_ii;Blood of Viserys Targaryen;;;;;;;;;;;;;x
rhaegar;Blood of Rhaegar Targaryen;;;;;;;;;;;;;x
oakenseat;Blood of The Restorer of the Oakenseat;;;;;;;;;;;;;x
raventree;Blood of The Restorer of the Raventree;;;;;;;;;;;;;x
penrose;Penrose Blood;;;;;;;;;;;;;x
little_lion;Blood of the Little Lion;;;;;;;;;;;;;x
bloodstone_bloodline;Blood of the new Bloodstone Emperor;;;;;;;;;;;;;x
palanquin_bloodline;Blood of the new God-on-Earth;;;;;;;;;;;;;x
yellow_emperors;Blood of the Yellow Emperors;;;;;;;;;;;;;x
sea_green_emperors;Blood of the Sea-Green Emperors;;;;;;;;;;;;;x
scarlet_emperors;Blood of the Scarlet Emperors;;;;;;;;;;;;;x
purple_emperors;Blood of the Purple Emperors;;;;;;;;;;;;;x
maroon_emperors;Blood of the Maroon Emperors;;;;;;;;;;;;;x
jade_green_emperors;Blood of the Jade-Green Emperors;;;;;;;;;;;;;x
indigo_emperors;Blood of the Indigo Emperors;;;;;;;;;;;;;x
grey_emperors;Blood of the Grey Emperors;;;;;;;;;;;;;x
azure_emperors;Blood of the Azure Emperors;;;;;;;;;;;;;x
pearl_white_emperors;Blood of the Pearl-White Emperors;;;;;;;;;;;;;x
orange_emperors;Blood of the Orange Emperors;;;;;;;;;;;;;x
chai_duq_emperors;Blood of Emperor Chai Duq;;;;;;;;;;;;;x
yellow_sorceror;Blood of the Yellow Sorceror;;;;;;;;;;;;;x
jar_har_emperors;Blood of Emperor Jar Har;;;;;;;;;;;;;x
jar_joq_emperors;Blood of Emperor Jar Joq;;;;;;;;;;;;;x
jar_han_emperors;Blood of Emperor Jar Han;;;;;;;;;;;;;x
lo_tho_emperors;Blood of Emperor Lo Longspoon;;;;;;;;;;;;;x
lo_bu_emperors;Blood of the Boy Too Bold By Half;;;;;;;;;;;;;x
mengo_quen_emperors;Blood of the Glittering God;;;;;;;;;;;;;x
har_loi_emperors;Blood of Emperor Har Loi, the Saddlesore;;;;;;;;;;;;;x
nine_eunuch_emperors;Blood of the Nine Eunuchs;;;;;;;;;;;;;x
pol_qo_emperors;Blood of the Hammer of the Jogos Nhai;;;;;;;;;;;;;x
scourge_plains_emperors;Blood of the Scourge of the Plains;;;;;;;;;;;;;x
benevolent_eunuch_emperors;Blood of the Benevolent Eunuchs;;;;;;;;;;;;;x
scion_plains_emperors;Blood of the Scion of the Plains;;;;;;;;;;;;;x
shield_shadow_emperors;Blood of the Shield Against the Shadow;;;;;;;;;;;;;x
sorceror_emperors;Blood of the Sorceror Emperors;;;;;;;;;;;;;x
peasant_emperors;Blood of the Peasant Emperors;;;;;;;;;;;;;x
bureaucrat_emperors;Blood of the Enlightened Bureaucrat Emperors;;;;;;;;;;;;;x
diplomat_emperors;Blood of the Diplomat Emperors;;;;;;;;;;;;;x
living_god_emperors;Blood of the Living God Emperors;;;;;;;;;;;;;x
maggy_frog;Blood of Maggy the Frog;;;;;;;;;;;;;x
trianna;Blood of Triarch Trianna;;;;;;;;;;;;;x
black_swann;Blood of the Black Swan;;;;;;;;;;;;;x
strong_bl;Strong Blood;;;;;;;;;;;;;x
dragonrider_bloodline;Dragonrider Blood;;;;;;;;;;;;;x
frey_bloodline;Blood of the Crossing;;;;;;;;;;;;;x
blacktyde_bloodline;Blood of the Blacktyde;;;;;;;;;;;;;x
botley_bloodline;Blood of the Botley;;;;;;;;;;;;;x
drumm_bloodline;Blood of the Drumm;;;;;;;;;;;;;x
farwynd_bloodline;Blood of the Farwynd;;;;;;;;;;;;;x
greyjoy_bloodline;Blood of the Greyjoy;;;;;;;;;;;;;x
harlaw_bloodline;Blood of the Harlaw;;;;;;;;;;;;;x
kenning_bloodline;Blood of the Kenning;;;;;;;;;;;;;x
merlyn_bloodline;Blood of the Merlyn;;;;;;;;;;;;;x
myre_bloodline;Blood of the Myre;;;;;;;;;;;;;x
orkwood_bloodline;Blood of the Orkwood;;;;;;;;;;;;;x
saltcliffe_bloodline;Blood of the Saltcliffe;;;;;;;;;;;;;x
sparr_bloodline;Blood of the Sparr;;;;;;;;;;;;;x
stonehouse_bloodline;Blood of the Stonehouse;;;;;;;;;;;;;x
stonetree_bloodline;Blood of the Stonetree;;;;;;;;;;;;;x
sunderly_bloodline;Blood of the Sunderly;;;;;;;;;;;;;x
tawney_bloodline;Blood of the Tawney;;;;;;;;;;;;;x
volmark_bloodline;Blood of the Volmark;;;;;;;;;;;;;x
wynch_bloodline;Blood of the Wynch;;;;;;;;;;;;;x
ironmaker_bloodline;Ironmaker Blood;;;;;;;;;;;;;x
ironfoot_bloodline;Blood of the Ironfoot;;;;;;;;;;;;;x
ravenfeeder_bloodline;Blood of the Raven-Feeder;;;;;;;;;;;;;x
qhored_cruel_bloodline;Blood of Qhored the Cruel;;;;;;;;;;;;;x
old_kraken_bloodline;Blood of the Old Kraken;;;;;;;;;;;;;x
coldwind_bloodline;Blood of the Coldwind;;;;;;;;;;;;;x
harron_bloodline;Blood of Harron Harlaw;;;;;;;;;;;;;x
maidensbane_bloodline;Blood of the Maidensbane;;;;;;;;;;;;;x
redhand_bloodline;Blood of the Redhand;;;;;;;;;;;;;x
stumphand_bloodline;Blood of the Stumphand;;;;;;;;;;;;;x
necromancer_drumm_bloodline;Blood of the Necromancer;;;;;;;;;;;;;x
reader_harlaw_bloodline;Blood of the Reader;;;;;;;;;;;;;x
knight_harlaw_bloodline;Blood of the Knight of Harlaw;;;;;;;;;;;;;x
twice_crowned_bloodline;Blood of the Twice Crowned;;;;;;;;;;;;;x
vance;Blood of King Armistead Vance;;;;;;;;;;;;;x
vorian_vypren;Blood of Vorian Vypren;;;;;;;;;;;;;x
clarence_crabb;Blood of Ser Clarence Crabb;;;;;;;;;;;;;x
roddy_ruin;Blood of Roddy the Ruin;;;;;;;;;;;;;x
hardy;Blood of Lord Lucifer Hardy;;;;;;;;;;;;;x
webber_widow;Blood of the Red Widow;;;;;;;;;;;;;x
seaworth;Blood of the Onion Knight;;;;;;;;;;;;;x
celtigar;Celtigar Blood;;;;;;;;;;;;;x
dayne;Dayne Blood;;;;;;;;;;;;;x
velaryon;Velaryon Blood;;;;;;;;;;;;;x
greenseer_bloodline;Blood of the Greenseer;;;;;;;;;;;;;x
kingslayer_bloodline;Blood of the Kingslayer;;;;;;;;;;;;;x
barristan_bold_bloodline;Blood of Barristan the Bold;;;;;;;;;;;;;x
white_bull_bloodline;Blood of The White Bull;;;;;;;;;;;;;x
arthur_dayne_bloodline;Blood of Ser Arthur Dayne, The Sword of Morning;;;;;;;;;;;;;x
oswell_whent_bloodline;Blood of Ser Oswell Whent;;;;;;;;;;;;;x
lewyn_martell_bloodline;Blood of Prince Lewyn Martell;;;;;;;;;;;;;x
jonothor_darry_bloodline;Blood of Ser Jon Darry;;;;;;;;;;;;;x
gyles_morrigen_bloodline;Blood of Ser Gyles Morrigen;;;;;;;;;;;;;x
lorence_roxton_bloodline;Blood of Ser Lorence Roxton;;;;;;;;;;;;;x
victor_the_valiant_bloodline;Blood of Ser Victor the Valiant;;;;;;;;;;;;;x
willam_the_wasp_bloodline;Blood of Ser Willam the Wasp;;;;;;;;;;;;;x
pate_the_woodcock_bloodline;Blood of Ser Pate the Woodcock;;;;;;;;;;;;;x
samgood_of_sourhill_bloodline;Blood of Ser Sour Sam of Sourhill;;;;;;;;;;;;;x
duncan_tall_hk;Blood of Dunk the Lunk;;;;;;;;;;;;;x
duncan_tall_kg;Blood of Ser Duncan the Tall;;;;;;;;;;;;;x
ryam_redwyne_bloodline;Blood of Ser Ryam Redwyne;;;;;;;;;;;;;x
breakspear_mbs;Blood of the Breakspear;;;;;;;;;;;;;x
sword_morning_mbs;Blood of the Swords of Morning;;;;;;;;;;;;;x
tourney_champ_mbs;Blood of the Tourney Knight;;;;;;;;;;;;;x
melee_champ_mbs;Blood of the Beast of the Mêlée;;;;;;;;;;;;;x
basilisk_bl;Blood of the Basilisk;;;;;;;;;;;;;x
chimera_bl;Blood of the Chimera;;;;;;;;;;;;;x
sphinx_bl;Blood of the Sphinx;;;;;;;;;;;;;x
behemoth_bl;Blood of the Behemoth;;;;;;;;;;;;;x
shett_bl;Blood of the Kings of the True Men;;;;;;;;;;;;;x
axel_tully;Blood of Riverrun;;;;;;;;;;;;;x
hodor_mbs;Blood of Hodor;;;;;;;;;;;;;x
marbrand;Marbrand Blood;;;;;;;;;;;;;x
brax;Brax Blood;;;;;;;;;;;;;x
jast;Jast Blood;;;;;;;;;;;;;x
qoherys_bl;Qoherys Blood;;;;;;;;;;;;;x
harroway_bl;Harroway Blood;;;;;;;;;;;;;x
towers_bl;Towers Blood;;;;;;;;;;;;;x
wydman_mbs;Blood of the Broken Lance;;;;;;;;;;;;;x
mooton;Maidenpool Blood;;;;;;;;;;;;;x
leech_lord;Vile Blood of the Leech Lord;;;;;;;;;;;;;x
joffrey_doggett;Blood of the Red Dog of the Hills;;;;;;;;;;;;;x
jon_hogg;Blood of Big Jon Hogg;;;;;;;;;;;;;x
bronn;Blood of Bronn of the Blackwater;;;;;;;;;;;;;x
hammer_of_the_hills;Blood of The Hammer of the Hills;;;;;;;;;;;;;x
emperor_aurion_mbs;Blood of Emperor Aurion;;;;;;;;;;;;;x
redbeard_strongseed_mbs;Redbeard Blood;;;;;;;;;;;;;x
westford_bloodline;Westford Blood;;;;;;;;;;;;;x
saerystos_bloodline;Saerystos Blood;;;;;;;;;;;;;x
saerys_bloodline;Saerys Blood;;;;;;;;;;;;;x
saerynar_bloodline;Saerynar Blood;;;;;;;;;;;;;x
toyne_bloodline;Toyne Blood;;;;;;;;;;;;;x
errol_bloodline;Errol Blood;;;;;;;;;;;;;x
estermont_bloodline;Blood of Greenstone;;;;;;;;;;;;;x
selmy_bloodline;Selmy Blood;;;;;;;;;;;;;x
forrester_bloodline;Blood of Gerhard the Tall;;;;;;;;;;;;;x
belmore_bloodline;Belmore Blood;;;;;;;;;;;;;x
coldwater_bloodline;Coldwater Blood;;;;;;;;;;;;;x
egen_bloodline;Egen Blood;;;;;;;;;;;;;x
sunderland_bloodline;Sunderland Blood;;;;;;;;;;;;;x
whitehill_bloodline;Whitehill Blood;;;;;;;;;;;;;x
rupert_falwell_bloodline;Blood of the Fighting Fool;;;;;;;;;;;;;x
dragonknight_bloodline;Blood of the Dragonknight;;;;;;;;;;;;;x
criston_cole_bloodline;Blood of the Kingmaker;;;;;;;;;;;;;x
morrigen_bloodline;Morrigen Blood;;;;;;;;;;;;;x
honourable_kingsguard_bloodline;Blood of [This.GetTitledFirstNameWithNickAndDynasty];;;;;;;;;;;;;x
bloodline_margaery;Blood of Margaery Tyrell, the Little Rose;;;;;;;;;;;;;x
bloodline_olenna_redwyne;Blood of the Queen of Thorns;;;;;;;;;;;;;x
bloodline_brienne_tarth;Blood of the Maid of Tarth;;;;;;;;;;;;;x
bloodline_arya_stark;Blood of Arya Stark, the Wild Wolf;;;;;;;;;;;;;x
bloodline_sansa_stark;Blood of Sansa Stark, the Little Bird;;;;;;;;;;;;;x
bloodline_lyanna_stark;Blood of Lyanna Stark, the Wolf-Maid;;;;;;;;;;;;;x
bloodline_aemma_arryn;Blood of Aemma Arryn;;;;;;;;;;;;;x
bloodline_myriah_martell;Blood of Myriah of Dorne;;;;;;;;;;;;;x
bloodline_elia_martell;Blood of Elia of Dorne;;;;;;;;;;;;;x
bloodline_alicent_hightower;Blood of Alicent Hightower, the Queen in Green;;;;;;;;;;;;;x
bloodline_lysa_tully;Blood of Lysa Tully, the Trout of the Vale;;;;;;;;;;;;;x
bloodline_catelyn_tully;Blood of Catelyn Tully, the Trout of the North;;;;;;;;;;;;;x
bloodline_cersei_lanniser;Blood of Cersei Lannister, the Light of the West;;;;;;;;;;;;;x
bloodline_danaerys_dorne;Blood of Princess Daenerys;;;;;;;;;;;;;x
bloodline_lyarra_stark;Blood of Lyarra Stark, the Wolf of the Vale;;;;;;;;;;;;;x
bloodline_sharra_arryn;Blood of the Flower of the Mountain;;;;;;;;;;;;;x
bloodline_larra_rogare;Blood of Larra of Lys;;;;;;;;;;;;;x
bloodline_asha_greyjoy;Blood of Asha Greyjoy, the Kraken's Daughter;;;;;;;;;;;;;x
bloodline_lannisport_lannister;Blood of the Lannisters of Lannnisport;;;;;;;;;;;;;x
bloodline_racallio_ryndoon;Blood of King Racallio Ryndoon;;;;;;;;;;;;;x
tyrion_bloodline;Blood of the Halfman;;;;;;;;;;;;;x
bloodline_daena_defiant;Blood of Daena the Defiant;;;;;;;;;;;;;x
bloodline_rhaena_targaryen;Blood of Rhaena the Obedient;;;;;;;;;;;;;x
bloodline_elaena_targaryen;Blood of Elaena the Prudent;;;;;;;;;;;;;x
bloodline_rhaena_of_pentos;Blood of Rhaena of Pentos;;;;;;;;;;;;;x
bloodline_baela_targaryen;Blood of Baela of Pentos;;;;;;;;;;;;;x
bloodline_queen_rhaena;Blood of Rhaena Targaryen;;;;;;;;;;;;;x
bloodline_staedmon;Staedmon Blood;;;;;;;;;;;;;x
bloodline_butterwell;Butterwell Blood;;;;;;;;;;;;;x
bloodline_smallwood;Smallwood Blood;;;;;;;;;;;;;x
bloodline_farring;Farring Blood;;;;;;;;;;;;;x
bloodline_hayford;Hayford Blood;;;;;;;;;;;;;x
bloodline_rosby;Rosby Blood;;;;;;;;;;;;;x
bloodline_rykker;Rykker Blood;;;;;;;;;;;;;x
bloodline_stokeworth;Stokeworth Blood;;;;;;;;;;;;;x
bloodline_sharis_footly;Blood of Lady Sharis Footly;;;;;;;;;;;;;x
bloodline_jonquil_darke;Blood of the Serpent in Scarlet;;;;;;;;;;;;;x
bloodline_johanna_westerling;Blood of the Lady Johanna;;;;;;;;;;;;;x
bloodline_roxton;Roxton Blood;;;;;;;;;;;;;x
bloodline_jon_roxton;Blood of Bold Jon Roxton;;;;;;;;;;;;;x
bloodline_lady_sam;Blood of Lady Sam;;;;;;;;;;;;;x
bloodline_sabitha_frey;Blood of Lady Sabitha of the Twins;;;;;;;;;;;;;x
bloodline_alys_rivers;Blood of Alys Rivers, the Witch Queen;;;;;;;;;;;;;x
bloodline_rhaelle_targaryen;Blood of Princess Rhaelle Targaryen;;;;;;;;;;;;;x
bloodline_val;Blood of the Wildling Princess;;;;;;;;;;;;;x
bloodline_dalla;Blood of the Wildling Queen;;;;;;;;;;;;;x
bloodline_rickon_stark;Blood of the Wolf Prince;;;;;;;;;;;;;x
bloodline_jon_snow_stark;Blood of the Bastard of Winterfell;;;;;;;;;;;;;x
bloodline_giantslayer_farring;Blood of Godry the Giantslayer;;;;;;;;;;;;;x
bloodline_aemon_caraxes;Blood of Prince Aemon the Honourable;;;;;;;;;;;;;x
bloodline_khal_drogo;Blood of Khal Drogo;;;;;;;;;;;;;x
bloodline_khal_bharbo;Blood of Khal Bharbo;;;;;;;;;;;;;x
bloodline_khal_dhako;Blood of Khal Dhako, Dragon of the North;;;;;;;;;;;;;x
bloodline_khal_haro;Blood of Khal Haro;;;;;;;;;;;;;x
bloodline_khal_horro;Blood of Khal Horro;;;;;;;;;;;;;x
bloodline_khal_loso;Blood of Khal Loso the Lame;;;;;;;;;;;;;x
bloodline_khal_mengo;Blood of Khal Mengo;;;;;;;;;;;;;x
bloodline_khal_moro;Blood of Khal Moro;;;;;;;;;;;;;x
bloodline_khal_onqo;Blood of Khal Onqo;;;;;;;;;;;;;x
bloodline_khal_qano;Blood of Khal Qano;;;;;;;;;;;;;x
bloodline_khal_rogo;Blood of Khal Rogo;;;;;;;;;;;;;x
bloodline_khal_scoro;Blood of Khal Scoro;;;;;;;;;;;;;x
bloodline_khal_temmo;Blood of Khal Temmo;;;;;;;;;;;;;x
bloodline_khal_zeggo;Blood of Khal Zeggo;;;;;;;;;;;;;x
bloodline_khal_zhako;Blood of Khal Zhako;;;;;;;;;;;;;x
bloodline_mazor_alexi;Blood of High King Mazor Alexi;;;;;;;;;;;;;x
bloodline_rhaego;Blood of The Stallion that Mounts the World;;;;;;;;;;;;;x
bloodline_house_ball;Blood of House Ball;;;;;;;;;;;;;x
bloodline_fireball;Blood of Ser Quentyn Ball, The Fireball;;;;;;;;;;;;;x
bloodline_house_peake;Blood of House Peake;;;;;;;;;;;;;x
bloodline_house_florent;Blood of House Florent;;;;;;;;;;;;;x
bloodline_sand_snake;Blood of the Sand Snakes;;;;;;;;;;;;;x
bloodline_hugh_hammer;Blood of Hugh the Hammer;;;;;;;;;;;;;x
bloodline_ulf_white;Blood of Ulf the White;;;;;;;;;;;;;x
bloodline_nettles;Blood of Nettles;;;;;;;;;;;;;x
bloodline_kettleblack;Kettleblack Blood;;;;;;;;;;;;;x
bloodline_hound;Blood of the Hound;;;;;;;;;;;;;x
