EVTDESCmore_bloodlines.15;Not for nothing is the Stark sigil a direwolf: you have long had vivid dreams of being some great beast of the forest stalking its prey at the head of a mighty pack, now to your amazement a large wolf has emerged from the woods. Strangely docile it seems to be seeking you out, almost as if it recognises you…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.15;I am a warg, and I recognise the wolf as my second skin!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.15;I am no beast.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.16;My ancestor Robb Stark was a skilled tactician who whilst little more than a child smashed the armies of the West and the Iron Throne, securing the independence of the North and the Trident. Lately I have been reading more and more of his exploits and am becoming intrigued by his pursuit of strategy.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.16;Strategy is fascinating maybe I should study it more…;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.16;Interesting as this is, I have more pressing matters to attend to.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.17;Not for nothing is the castle of the Boltons called the Dreadfort – many of my ancestors have been known for their cruel and inventive methods of torturing others: it is said that skinning their foes was just the start for men like King Robar Redarm. Should I seek to follow their example, or should I chart my own course?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.17;Others deserve to know pain.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.17;I am not my ancestors.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.18;The Starks are known as an honourable and just lot – it is said the man who passes the sentence should swing the sword. As men like Cregan Stark showed justice is not always the same thing as leniency and it is a hard path to walk. Should I follow my Stark Blood or are these views antiquated and pointless?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.18;Justice has its merits.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.18;The need for flexibility outweighs the need for justice.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.19;The old blood of the First Men or even the giants themselves must surely flow very strongly in your veins! It would appear that though it did not manifest itself at birth, you have a natural predisposition towards a tall and imposing stature that is now clear to see for all.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.19;I have become rather tall.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.20;The old blood of the First Men must surely flow very strongly in your veins! Houses with strong First Men ancestry such as the Royces, Umbers, Crakehalls, Mormonts, Durrandons, and Strongs are all known to often tend towards great strength. It would appear that though it did not manifest itself at birth, you have a natural predisposition towards a strong and robust physique!;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.20;I have become rather strong.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.21;Many of your ancestors were legendary warriors, renowned for bravery and courage. Inspired by their example you constantly strive to prove yourself through acts of valour.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.21;I lead from the front!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.21;Bravery is recklessness, I am not my ancestors!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.22;Family, Duty, Honour – these are the words of House Tully. As a bearer of the Tully bloodline many will expect you to live by these values too.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.22;These are words to live by.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.22;What a load of nonsense.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.822;Your ancestors valued the bonds that made the family whole, understanding strength came from kindred. Will you be inspired by their example?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.822;Family first!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.822;I never much cared for my kin.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.23;A number of your ancestors acquired reputations for piety, conviction, and religious belief. Should you follow in their example?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.23;Become Zealous.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.23;Too much piety can be a bad thing.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.24;The other Ironborn call the members of House Codd craven cowards who fight in underhanded ways that would shame any true Ironborn. As I bear the blood of House Codd that reputation brings shame on me, what should I do?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.24;I may be craven, but they will be dead.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.24;Ironborn do not flee from a fight!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.25;It is said that since Rose of Red Lake herself the women of House Crane have had the ability to transform themselves into a crane at will. Now a great crane perches before me, its eyes seeming to pierce my very soul, as if it recognises me. Are the stories true? Were the Cranes of old skinchangers?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.25;Crane blood flows in my veins, this bird is my second skin!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.25;Shoo, you pesky bird!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.26;You bear the blood of Aerys II, the Mad King, and his obsession with fire and flame is in his blood it seems. You have become captivated by the power of fire, how it dances, how it flickers…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.26;I shall harness flame as my servant.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.26;Aerys was a madman.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.27;Morgon Banefort, the last Banefort King, cursed his Lannister enemies before they put him to death. Soon after the lions of Casterly Rock broke free slaying three of Loreon Lannister’s sons. I long thought these stories a myth, but today I encountered on of the great lions of the West as I was out riding, it eyes seeming to peer into my very soul. Strangely docile it seems to be seeking me out, almost as if it recognises me…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.27;I am a skinchanger, and I claim the lion as my second skin!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.27;I am no beast!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.28;Not for nothing is the Reed sigil a lizard-lion: I have long had vivid dreams of being some great beast of the marsh hunting its prey, now a lizard-lion has emerged from the swamp. Strangely docile it seems to be seeking me out, almost as if it recognises me…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.28;The blood of the Marsh King flows in my veins!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.28;I am no beast!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.29;You bear the blood of the Karstarks, who have held lands just south of the Wall since Karlon Stark put down a rebel lord. The constant threat of wildling raids and the precariousness of life that far north meant that the Karstarks had to become tough and fierce, with a lifestyle that predisposed them to being strong enough to deal with everything life threw at them, as a result you have obtained a strong and robust physique that is now clear to see for all.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.29;I have become rather strong.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.30;You bear the blood of legendary poets and renowned bard, and music and song have always held an appeal for you. Do you embrace the calling of your ancestors and become a committed poet?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.30;I must get myself a lute.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.30;There are better uses of my time.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.31;There is an old saying in Dorne: "Half of the Ullers are half-mad, and the other half are worse", and the Ullers have always tended to be a prickly and paranoid bunch.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.31;Well everyone IS out to get me.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.32;The topmost levels of Harrenhal are infested with nests of the black bats from which House Lothston takes its sigil, now one perches before me, it eyes seeming to peer into my very soul. Strangely docile it seems to be seeking me out, almost as if it recognises me…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.32;Lothston blood flows in my veins, this bat is my second skin!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.32;Shoo, you pest!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.33;The smallfolk whisper tales of how my ancestor Danelle Lothston, the mad Lady of Harrenhal, turned to the dark arts during the reign of King Maekar, bathing in blood and presiding over feasts of human flesh. Lately you have begun to have urges… of a most peculiar nature…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.33;Just a little taste…;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.33;No I will never be a cannibal!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.34;The smallfolk whisper tales of how my ancestor Danelle Lothston, the mad Lady of Harrenhal, turned to the dark arts during the reign of King Maekar, sending out giant black bats from Harrenhal to steal children. Now the largest bat I have ever seen perches before me, it eyes seeming to peer into my very soul. Strangely docile it seems to be seeking me out, almost as if it recognises me…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.34;Lothston blood flows in my veins, this bat is my second skin!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.34;Shoo, you monster!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.35;The topmost levels of Harrenhal are infested with nests of the black bats from which House Whent takes its sigil, now one perches before me, it eyes seeming to peer into my very soul. Strangely docile it seems to be seeking me out, almost as if it recognises me…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.35;Whent blood flows in my veins, this bat is my second skin!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.35;Shoo, you pest!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.36;The topmost levels of Harrenhal are infested with nests of the black bats which are strongly associated with the castle, now one perches before me, it eyes seeming to peer into my very soul. Strangely docile it seems to be seeking me out, almost as if it recognises me…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.36;The blood of Harrenhal flows in my veins, this bat is my second skin!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.36;Shoo, you pest!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.37;The topmost levels of Harrenhal are infested with nests of the black bats which are strongly associated with the castle and the black sorceries said to reside there. Now the largest bat I have ever seen perches before me, it eyes seeming to peer into my very soul. Strangely docile it seems to be seeking me out, almost as if it recognises me…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.37;The blood of Harrenhal flows in my veins, this bat is my second skin!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.37;Shoo, you monster!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.38;A number of your ancestors have a reputation for succumbing to madness. It seems that their malady is in your blood as well, as you have been feeling more and more disturbed of late, seeing and hearing what is not there…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.38;Me mad, nonsense!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.38;A number of your ancestors have a reputation for succumbing to madness. It seems that their malady is in your blood as well, as you have been feeling more and more disturbed of late, seeing and hearing what is not there…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.38;Me mad, nonsense!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.39;Lately you have begun to experience violent outburst, strange hallucinations and all sorts of disturbing thoughts. Maybe the dark forces that your ancestors were said to commune with have come for you at last?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.39;Come to me dark spirits!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.40;I bear the blood of one who achieved what few skinchangers can and became master of many different beasts. Their magics seem to linger in my blood, granting me a trace of their gift and allowing me to bend creatures to my will. Perhaps I should use this and seek out an animal to wear as my second skin.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.40;I shall seek out a canine.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.40;I want to fly.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.40;Something a little calmer perhaps.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.40;Skinchanging does not appeal to me.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.41;As the rebuilding of Harrenhal progresses I begin to gain a greater understanding of how to manage construction and manage workmen, but there are other things I come to understand. There are mysteries here, dark sorceries, and great danger. So long as I remain in control and do not go too far there is much I could learn.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.41;My renown grows!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.42;As the rebuilding of Harrenhal progresses I begin to gain a greater understanding of how to manage construction and manage workmen, but there are other things I come to understand. There are mysteries here, dark sorceries, and great danger. But what is danger to one such as I? I shall command the magics here, whatever the cost!;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.42;My infamy grows!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.43;I have achieved what few skinchangers have ever managed to do and developed the ability to bend almost any animal to my will, wearing their skin as my own. I now bear the title of the Great Warg.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.43;I am truly the chosen of the Gods!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.43;I shall take a nickname to reflect my power.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.44;I bear the blood of Bran Stark, a mighty greenseer and skinchanger, readily able to become master of any beasts he encountered. His magics seem to linger in my blood, granting me a trace of his gift and allowing me to bend creatures to my will. Perhaps I should use this and seek out an animal to wear as my second skin.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.44;I shall seek out a powerful predator.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.44;I want to fly.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.44;Something a little calmer perhaps.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.44;I want to swim through the water.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.45;Ever since I awoke from my dream of the Three-Eyed Crow I have felt… different. My wolf dreams are more and more vivid each day, and I now realise that I am a skinchanger, a warg, like in Old Nan's tales. Summer will always be my truest second skin, but I know that my power reaches beyond just one animal. Perhaps I should use it and seek out other animals to wear as my second skin.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.45;I shall seek out a powerful predator.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.45;I want to fly.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.45;Something a little calmer perhaps.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.45;The sea calls to me.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.46;There are many powerful beasts of the forest I might seek to control. What manner of beast would best suit me at present?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.46;A wolf to run beside Summer in the pack.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.46;A mighty bear.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.46;A stealthy and powerful shadowcat.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.46;No, I will travel further afield for the beast I seek.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.4601;Perhaps I would have more luck if I looked further afield. What manner of beast would best suit me at present?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.4601;I shall tame one of the mighty snowbears, from north of the Wall.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.4601;I shall travel to the Neck and tame a lizard-lion.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.4601;I shall tame one of the lions of the Westerlands.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.4601;On second thoughts…;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.47;When I fell, the Three-Eyed Crow told me that I would never walk again, but that I would fly. I shall dominate the skies and take a flying creature as my second skin, but what would best suit me at present?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.47;A mighty eagle to soar high in the clouds.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.47;A simple crow.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.47;A bat, in honour of my Grandmother, Minisa Whent.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.47;I shall tame an elegant crane.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.48;There are many sorts of animal that can be found in a castle or in its environs, perhaps one of them would best suit me at present?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.48;I shall master one of the hounds from the kennels.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.48;I shall tame one of the cats.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.48;There is a tough and cunning goat in the yard.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.48;No, I will travel further afield for the beast I seek.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.4801;Perhaps I would have more luck if I looked outside the castle for a truly wild beast. What manner of creature would best suit me at present?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.4801;I shall tame a mighty boar from the woods.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.4801;I will master a majestic stag from the forest.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.4801;I will master a cunning fox from the forest.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.4801;On second thoughts…;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.49;Of late I have been dreaming more and more of the sea. Perhaps I shall find another beast there, but what manner of sea-creature should I seek to master;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.49;I shall seek out a mighty leviathon of the deep.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.49;I shall claim a sea-lion.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.50;After a night of heavy drinking I stumbled out into the woods to clear your head. As I walk amongst the trees I suddenly see the most beautiful woman I have ever beheld, coyly she beckons me over, indicating I should follow her.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.50;I give her a good tumble.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.50;I shake my head and go back inside.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.51;The next morning I awake on a bed of moss and leaves, my head pounding, my body covered in scratches. I look over at the woman beside me. She seems a lot more hairy than I remember… All of a sudden a disconcerting idea enters my mind, terrified I run off as quickly as I can.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.51;Could I have really been so drunk as to lay with a bear?;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.52;It has been several months since my little… incident… in the woods, and I have tried my best to forget. But today on the edge of the woods I found a baby, covered in mud and surprisingly hairy for one so young. It looks unmistakably like me… Could this baby be from that night?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.52;I pick up the baby and take it with me.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.52;I will have nothing to do with this.;;;;;;;;;;;;;x
EVTTITLEmore_bloodlines.53;[Root.GetSonDaughter] of a Bear?;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.53;For some time now, you have felt that people talk about you. There are conversations that stop as you enter the room, words spoken in hushed voices behind your back, furtive glances as you walk by. With time, you have managed to deduce certain things… you seem to generally be the subject of either curiosity, fear, envy, or a combination of any of the three.\n\nThe word that you most often hear repeated as you eavesdrop on the gossips is… bear. Indeed, just the other day you heard someone speak a rumor that you’ve heard several times before - that you were born from a bear mother…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.53;Yes, I am a bear! Grrrrr!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.53;These people don't deserve my attention.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.54;For some time now, you have heard people gossiping about your [From.GetSonDaughter] [From.GetFirstName]. There are conversations that stop as you enter the room, words spoken in hushed voices behind your back, furtive glances as you walk by. With time, you have managed to deduce certain things… [From.GetFirstName] seems to generally be the subject of either curiosity, fear, envy, or a combination of any of the three.\n\nThe word that you most often hear repeated as you eavesdrop on the gossips is… bear. Indeed, just the other day you heard someone speak a rumor that you’ve heard several times before - that [From.GetHerHis] 'real' mother was a bear;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.54;I'm glad they call my [From.GetSonDaughter] a bear!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.54;I must put a stop to this talk.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.55;;As time passes, the years change but other things stay the same. Somehow, you know the blood of a bear runs in your veins. This knowledge strengthens you, though sometimes it makes you wonder who you really are…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.55;My future is still to be forged.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.56;Your [From.GetSonDaughter] [From.GetFirstName] has become an adult. The strangeness, [From.GetHerHis] unusual ursine character, remains however. Perhaps it has even become more pronounced with time…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.56;I hope it shall be a blessing and not a curse.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.57;I have long faced rumours that the blood of bears flows in my veins and I have long had vivid dreams of being some great beast of the forest hunting its prey, now a great bear has emerged from the forest. Strangely docile it seems to be seeking me out, almost as if it recognises me…;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.57;I am a skinchanger, and I claim the bear as my second skin!;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.57;I am no beast!;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.58;I have long pondered whether it was a bear or just a wild woman that I lay with all those years ago. Regardless there is a clear truth in the rumours that my[From.GetSonDaughter] [From.GetFirstName] takes after bears in the way that [From.GetSheHe] behaves. Today a great bear has emerged from the woods and [From.GetFirstName] has claimed the beast as their companion. It follows them everywhere and obeys every command it is given.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.58;Let [From.GetHerHis] enemies tremble.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.59;Though you were not born showing the strength of the First Men, you have always been rather robust, and over the years your natural athleticism has strengthened you to the point where you have become rather brawny.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.59;I have become rather strong.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.60;Since the accident crippled me I have been having such vivid and disturbing dreams. In the last one a Three-Eyed Crow told me that I would never walk again, but that I would learn to fly. I do not know what to make of it.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.60;What do these dreams mean?;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.61;Last night I had a dream where I was wearing the skin of a cat, wandering the halls and looking for mice, when I happened accross some shadowy figures speaking in hushed tones. They were oblivious to my presence and I was able to creep close enough to hear their conversation, and I was able to hear some most concerning plans that they were plotting.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.61;Their plot is revealed.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.62;Last night I had a dream where I was wearing the skin of a bat, flying through the courtyard in the dead of night, when I happened accross some shadowy figures speaking in hushed tones. They were oblivious to my presence and I was able to follow them inside andhide in the rafters close enough to hear their conversation, and I was able to hear some most concerning plans that they were plotting.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.62;Their plot is revealed.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.63;Last night I had a dream where I was wearing the skin of a crow, flying through the courtyard in the dead of night, when I happened accross some shadowy figures speaking in hushed tones. They were oblivious to my presence and I was able to follow them inside andhide in the rafters close enough to hear their conversation, and I was able to hear some most concerning plans that they were plotting.;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.63;Their plot is revealed.;;;;;;;;;;;;;x
